"name","sub","size"
"TACTICAL OFFICE SOLUTIONS INC","Defense Commissary Agency",931878.61
"POWER WORKS INDUSTRIES INC","Defense Commissary Agency",840234.8
"INTERNATIONAL PAPER COMPANY","Defense Commissary Agency",797596.61
"CRJ MANAGEMENT SERVICES INC","Defense Commissary Agency",783473.04
"COLORADO SPRINGS UTILITIES","Defense Commissary Agency",778567.79
"R&R COMMISSARY SERVICES INCORPORATED","Defense Commissary Agency",771106.55
"BANK OF AMERICA CORPORATION","Defense Commissary Agency",769589.55
"A1 PURCHASING","Defense Commissary Agency",716565
"FCN INC","Defense Contract Audit Agency",616590.02
"DELL FEDERAL SYSTEMS LP","Defense Contract Audit Agency",606544.06
"BETTER DIRECT LLC","Defense Contract Audit Agency",329843.87
"GARTNER INC","Defense Contract Audit Agency",304676.86
"JUNOVENTURE LLC","Defense Contract Audit Agency",244384
"LEIDOS INC","Defense Contract Audit Agency",244201.96
"WORLD WIDE TECHNOLOGY INC","Defense Contract Audit Agency",240208.46
"CDW GOVERNMENT LLC","Defense Contract Audit Agency",235949.1
"WESTWIND COMPUTER PRODUCTS INC","Defense Contract Audit Agency",166736
"TRIAD TECHNOLOGY PARTNERS LLC","Defense Contract Audit Agency",161869.59
"SOUTHERN CALIFORNIA EDISON COMPANY","Defense Contract Management Agency",972000
"HUMAN POTENTIAL CONSULTANTS LLC","Defense Contract Management Agency",971617.36
"FUTURE SERVICES FOR GENERAL TRADING & CONTRACTING CO","Defense Contract Management Agency",947956
"ROCKWELL COLLINS INC","Defense Contract Management Agency",919732
"COPPER RIVER INFORMATION TECHNOLOGY LLC","Defense Contract Management Agency",904424.36
"IOVATIONS INC","Defense Contract Management Agency",898526.35
"ACCENTURE FEDERAL SERVICES LLC","Defense Contract Management Agency",896800
"YANCY & ASSOCIATES INC","Defense Contract Management Agency",875077.16
"IHS GLOBAL INC","Defense Contract Management Agency",819570.14
"DYNCORP INTERNATIONAL LLC","Defense Contract Management Agency",764847.18
"DIAGENIX CORPORATION","Defense Finance and Accounting Service",944616.57
"RICHEN MANAGEMENT LLC","Defense Finance and Accounting Service",938618.79
"MARTIN-BAKER AIRCRAFT CO LTD","Defense Finance and Accounting Service",866851.88
"4 STAR TECHNOLOGIES INC","Defense Finance and Accounting Service",843035.94
"FCN INC","Defense Finance and Accounting Service",839621.91
"DYNAMIC SYSTEMS INCORPORATED 8829","Defense Finance and Accounting Service",825683.78
"SKILLSOFT PLC","Defense Finance and Accounting Service",820422
"CONDUENT FEDERAL SOLUTIONS LLC","Defense Finance and Accounting Service",819254.7
"GARTNER INC","Defense Finance and Accounting Service",754925
"WEBUCATOR INCORPORATED","Defense Finance and Accounting Service",706409.52
"AMERICAN PSYCHIATRIC ASSOCIATION","Defense Health Agency",987753
"CARTRIDGE TECHNOLOGIES INC","Defense Health Agency",982200
"AKIRA TECHNOLOGIES INC","Defense Health Agency",982043.51
"MPF FEDERAL LLC","Defense Health Agency",949068.8
"SIEMENS HEALTHCARE DIAGNOSTICS INC","Defense Health Agency",941028.41
"TERUMO BCT INC","Defense Health Agency",939150.63
"IMS GOVERNMENT SOLUTIONS INC","Defense Health Agency",931736.69
"ALPHASIX CORPORATION","Defense Health Agency",906191.65
"TECHNICAL PROFESSIONAL SERVICES INC","Defense Health Agency",898322
"REDHAWK IT SOLUTIONS LLC","Defense Health Agency",897254.12
"MCS OF TAMPA INC","Defense Human Resources Activity",996502.32
"HAY GROUP INC","Defense Human Resources Activity",987892
"ABM FEDERAL SALES INC","Defense Human Resources Activity",976153.86
"ADVANCED ONION INC","Defense Human Resources Activity",904276.23
"ADVANCED SOFTWARE SYSTEMS INC","Defense Human Resources Activity",900175.92
"SUSAN DAVIS INTERNATIONAL LTD","Defense Human Resources Activity",803846.14
"WERIS INC","Defense Human Resources Activity",779952
"LOGISTICS MANAGEMENT INSTITUTE","Defense Human Resources Activity",731974.38
"EC AMERICA INC","Defense Human Resources Activity",712911.08
"CHENEGA SUPPORT SERVICES LLC","Defense Human Resources Activity",694483.2
"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY","Defense Information Systems Agency",997805.51
"PRITCHETT CONTROLS INC","Defense Information Systems Agency",996261.56
"ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION","Defense Information Systems Agency",989704.7
"SWISH DATA CORPORATION","Defense Information Systems Agency",985133.92
"ADVANCED COMPUTER CONCEPTS INC","Defense Information Systems Agency",979186.24
"NEXTECH SOLUTIONS LLC","Defense Information Systems Agency",975943.65
"REALTIME MONITORS INC","Defense Information Systems Agency",975055.8
"VERIS GROUP LIMITED LIABILITY COMPANY","Defense Information Systems Agency",967361.89
"GOVERNMENT TACTICAL SOLUTIONS LLC","Defense Information Systems Agency",963450
"ITELLECT LLC","Defense Information Systems Agency",931577.96
"MCI COMMUNICATIONS SERVICES INCORPORATED","Defense Intelligence Agency",844479.14
"KARN CHARUHAS CHAPMAN & TWOHEY PC","Defense Intelligence Agency",596259.36
"AT&T CORP","Defense Intelligence Agency",565870.58
"GROTHEER & COMPANY","Defense Intelligence Agency",505704.62
"KELLOGG BROWN & ROOT SERVICES INC","Defense Intelligence Agency",351671.74
"XO COMMUNICATIONS SERVICES LLC","Defense Intelligence Agency",306440.54
"CACI TECHNOLOGIES INC","Defense Intelligence Agency",300000
"CARNEY INCORPORATED","Defense Intelligence Agency",259421
"RMGS INC","Defense Intelligence Agency",252000
"LEVEL 3 COMMUNICATIONS LIMITED LIABILITY COMPANY","Defense Intelligence Agency",184375.65
"TECHNOLOGY ASSESSMENT AND TRANSFER INC","Defense Logistics Agency",999971
"FAIRMOUNT TECHNOLOGIES LLC","Defense Logistics Agency",999895
"XYLON TECHNICAL CERAMICS INC","Defense Logistics Agency",999249
"LKR INC","Defense Logistics Agency",998302.92
"PS ENERGY GROUP INC","Defense Logistics Agency",997801.41
"G & H AEROSPACE INC","Defense Logistics Agency",997049.65
"B&M CONSTRUCTION INC","Defense Logistics Agency",996969
"GENERAL MANUFACTURING CO","Defense Logistics Agency",995063.65
"COLUMBIA MANUFACTURING INC","Defense Logistics Agency",994982.48
"ALTERNATIVE HANDLING TECHNOLOGIES LLC","Defense Logistics Agency",994930
"NATIONAL CAPITOL CONTRACTING LLC","Defense Media Activity",944725
"UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP LP","Defense Media Activity",928504.7
"ALL BUSINESS MACHINES INC","Defense Media Activity",883855.02
"STRATEGY MANAGEMENT GROUP INC","Defense Media Activity",850959.45
"AT&T MOBILITY LLC","Defense Media Activity",745496.82
"WHEATSTONE CORPORATION","Defense Media Activity",670746.4
"TSI AVIATION INC","Defense Media Activity",639920
"CARAHSOFT TECHNOLOGY CORP","Defense Media Activity",622018.52
"CONVERGENCE TECHNOLOGY CONSULTING LLC","Defense Media Activity",615583.54
"MCNEAL TOMMELITA","Defense Media Activity",569086
"NOKOMIS INC","Defense Microelectronics Activity",999985.94
"CADENCE DESIGN SYSTEMS INC","Defense Microelectronics Activity",990920
"LINDE LLC","Defense Microelectronics Activity",933300
"CREONEX SYSTEMS INC","Defense Microelectronics Activity",849924.57
"SILVACO INC","Defense Microelectronics Activity",518476
"FEI COMPANY","Defense Microelectronics Activity",472983.71
"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP","Defense Microelectronics Activity",405623
"ADVANTEST AMERICA INC","Defense Microelectronics Activity",350365.35
"GLOBAL SECURITY MANAGEMENT AGENCY INC","Defense Microelectronics Activity",343946.49
"FAMAND INC","Defense Microelectronics Activity",287438.72
"STEVENSON JOHN D","Defense Nuclear Facilities Safety Board",780550
"COUNTERTRADE PRODUCTS INC","Defense Nuclear Facilities Safety Board",435894.02
"LEVEL 3 COMMUNICATIONS LLC","Defense Nuclear Facilities Safety Board",317228.24
"LIBRARY ASSOCIATES OF MARYLAND LLC","Defense Nuclear Facilities Safety Board",290575.62
"CIVICACTIONS INC","Defense Nuclear Facilities Safety Board",288510.22
"GRANT THORNTON LLP","Defense Nuclear Facilities Safety Board",197859.31
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Defense Nuclear Facilities Safety Board",193609.97
"SIGNET TECHNOLOGIES INC","Defense Nuclear Facilities Safety Board",162793.92
"SHI INTERNATIONAL CORP","Defense Nuclear Facilities Safety Board",155357.64
"NUCLEAR CAUSAL FACTORS LLC","Defense Nuclear Facilities Safety Board",152469.67
"TRIAD TECHNOLOGY PARTNERS LLC","Defense Security Cooperation Agency",999050
"TARGET MEDIA - MID ATLANTIC INC","Defense Security Cooperation Agency",913353.96
"CRYSTAL CITY LLC","Defense Security Cooperation Agency",846955
"SOLUTION GUIDANCE CORPORATION","Defense Security Cooperation Agency",799359.56
"BLACKSTONE CONSULTING INC","Defense Security Cooperation Agency",773285.45
"JBGPOTOMAC YARDS HOTEL II LLC","Defense Security Cooperation Agency",757731.05
"PROMETHEUS COMPANY INC THE","Defense Security Cooperation Agency",719175.12
"BF SAUL PROPERTY COMPANY","Defense Security Cooperation Agency",705198.4
"TAMIMI GLOBAL CO LTD","Defense Security Cooperation Agency",630400.8
"CARTRIDGE TECHNOLOGIES INC","Defense Security Cooperation Agency",604959.74
"G CUBED TECHNOLOGY INC","Defense Security Service",975814.96
"BLUE TECH INC","Defense Security Service",959414.21
"CISCO SYSTEMS INC","Defense Security Service",912600
"FORESEE RESULTS INC","Defense Security Service",880896
"DUN & BRADSTREET INC","Defense Security Service",855947.69
"IMMIXTECHNOLOGY INC","Defense Security Service",854675.76
"DLT SOLUTIONS LLC","Defense Security Service",834789.78
"WHITNEY BRADLEY & BROWN INC","Defense Security Service",767976
"FOUR POINTS TECHNOLOGY LLC","Defense Security Service",715020.3
"WEST PUBLISHING CORPORATION","Defense Security Service",655702.87
"DECISIVE ANALYTICS CORPORATION","Defense Threat Reduction Agency",999931.42
"NALAS ENGINEERING SERVICES INC","Defense Threat Reduction Agency",995819
"INTERNATIONAL SCIENTIFIC TECHNOLOGIES INC","Defense Threat Reduction Agency",993382.44
"SILICON TECHNOLOGIES INC","Defense Threat Reduction Agency",991957.83
"MATSYS INCORPORATED","Defense Threat Reduction Agency",985256.75
"AKITA INNOVATIONS LLC","Defense Threat Reduction Agency",982334
"DENCO INC","Defense Threat Reduction Agency",980630.08
"RIDGETOP GROUP INC","Defense Threat Reduction Agency",975516
"TANNER RESEARCH INC","Defense Threat Reduction Agency",973838
"APPLIED RESEARCH ASSOCIATES INCORPORATED","Defense Threat Reduction Agency",942694.41
"ACISTEK CORPORATION","Denali Commission",106054.27
"KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED","Denali Commission",21465.56
"AHTNA ENVIRONMENTAL INC","Denali Commission",18772.1
"ZIBIZ CORPORATION","Denali Commission",10916.86
"WEST PUBLISHING CORPORATION","Denali Commission",9187.56
"GOVERNMENT RETIREMENT AND BENEFITS INCORPORATED","Denali Commission",6500
"KMPOWER CONSULTING LLC","Departmental Offices",998672.48
"QWEST GOVERNMENT SERVICES INC","Departmental Offices",985242.44
"MICHAEL J CROASDAILE","Departmental Offices",980066.77
"PC MALL GOV INCORPORATED","Departmental Offices",979247.45
"INTEGRATED FEDERAL SOLUTIONS INC","Departmental Offices",979233.08
"SHEILA BECKETT","Departmental Offices",978523.3
"MIKALA LAURIDSEN","Departmental Offices",978444.11
"ADVANTAGE SCI LLC","Departmental Offices",960414.6
"DUN & BRADSTREET INC","Departmental Offices",958686.32
"ROBERT J JELNICK","Departmental Offices",954223.21
"CHEROKEE SERVICES GROUP LLC","Department of Agriculture",833508.94
"BERING STRAITS INFORMATION TECHNOLOGY LLC","Department of Agriculture",476292.48
"ENVIRONMENTAL MANAGEMENT AND PLANNING SOLUTIONS INC","Department of Agriculture",399997.43
"QUANTUM SPATIAL INC","Department of Agriculture",205223.32
"RIVER GLOBAL LLC","Department of Agriculture",174890
"KETCHIKAN READY-MIX & QUARRY INC","Department of Agriculture",161870
"RED BUD ENTERPRISES INC","Department of Agriculture",85000
"NOVA TECHNOLOGY CO LTD","Department of Agriculture",56477.34
"RENT-A-PC INC","Department of Agriculture",41488
"AD PROJECT COLTD","Department of Agriculture",41276.49
"NETWORK SPECIALTY GROUP INC","Department of Commerce",902524.89
"XTREME SOLUTIONS INC","Department of Commerce",898392.27
"FEDGOVIT INC","Department of Commerce",688526.63
"INSIGHT PUBLIC SECTOR INC","Department of Commerce",395014.9
"KRIAANET INC","Department of Commerce",388529.52
"INTELLIGENT DECISIONS INC","Department of Commerce",231037.23
"C&C COMPLETE FLOORING ENTERPRISES INC","Department of Commerce",226731
"AFFIGENT LLC","Department of Commerce",222900.35
"A-TECH SYSTEMS INC","Department of Commerce",222001.01
"KO-AM ENTERPRISES INC","Department of Commerce",203783.29
"CLEAR CREEK APPLIED TECHNOLOGIES INC","Department of Defense",999955.55
"EXECUTECH STRATEGIC CONSULTING LLC","Department of Defense",998780.45
"ENTERPRISE ELECTRONICS CORPORATION","Department of Defense",995865.09
"PHASE SENSITIVE INNOVATIONS","Department of Defense",993500
"QUIJOTE CORPORATION","Department of Defense",989068.61
"XTREME SOLUTIONS INC","Department of Defense",984610.03
"SKY TECHNOLOGIES LLC","Department of Defense",975958.88
"SERRANO PROANO DISENO Y CONSTRUCCION","Department of Defense",973856.21
"CASTLE ROCK COMPUTING INC","Department of Defense",965145
"ROOFING RESOURCES INCORPORATED","Department of Defense",962711.94
"YAMAGISHI REFORM CORPORATION","Department of Defense Education Activity",968813.11
"MARSHALL COMMUNICATIONS CORP","Department of Defense Education Activity",963946.78
"DAEWON EXPRESS CO LTD","Department of Defense Education Activity",945215.72
"LANTECH INC","Department of Defense Education Activity",943280
"CENGAGE LEARNING INC","Department of Defense Education Activity",937996.31
"COACH SERVICES LTD","Department of Defense Education Activity",937155.73
"EIGHT COLTD","Department of Defense Education Activity",934463.37
"COUNCIL OF CHIEF STATE SCHOOL OFFICERS INCORPORATED","Department of Defense Education Activity",918142.86
"LMC MED TRANSPORTATION LLC","Department of Defense Education Activity",857748.07
"SANYU-SHOJI CO LTD","Department of Defense Education Activity",822738.96
"CHENEGA PROFESSIONAL & TECHNICAL SERVICES LLC","Department of Education",999371.33
"MEDIA ARTS INCORPORATED","Department of Education",994605.78
"MELCO INC","Department of Education",993250
"SUMOTEXT INCORPORATED","Department of Education",984000
"CTG INC","Department of Education",941027
"CENTEVA LLC","Department of Education",939124.51
"DEVELOPMENT SERVICES GROUP INC","Department of Education",916812.6
"PARAMETRIC STUDIO INC","Department of Education",900000
"FABLE VISION INC","Department of Education",900000
"ANALYTIC MEASURES INCORPORATED","Department of Education",899998
"IMBUE TECHNOLOGY SOLUTIONS INC","Department of Energy",999483.94
"RELIANCE RELOCATION SERVICES INC","Department of Energy",992933.65
"SCHWEITZER ENGINEERING LABORAT","Department of Energy",991834.08
"RED RIVER COMPUTER CO INC","Department of Energy",976417.29
"BRANDAN ENTERPRISES INC","Department of Energy",959052.47
"ASPEN TECHNOLOGY INC","Department of Energy",951540.18
"PERMA-FIX ENVIRONMENTAL SERVICES INC","Department of Energy",948980.8
"ARMSTRONG ELEVATOR COMPANY","Department of Energy",946000
"LECHEL INC","Department of Energy",943567.48
"KIPPER TOOL COMPANY","Department of Energy",935323.79
"NETAMERICA CORPORATION THE","Department of Housing and Urban Development",979270
"TRANSUNION LLC","Department of Housing and Urban Development",972090.27
"CAMPBELL & COMPANY COMMUNICATIONS LLC","Department of Housing and Urban Development",959403.25
"LEM CONSULTING INCORPORATED","Department of Housing and Urban Development",936367
"KEY & ASSOCIATES PC","Department of Housing and Urban Development",920972.08
"METROSTAR SYSTEMS INC","Department of Housing and Urban Development",915526.51
"DISTRICT COMMUNICATIONS GROUP LLC THE","Department of Housing and Urban Development",912134.44
"PAVR SOFTWARE SOLUTIONS LLC","Department of Housing and Urban Development",903003.88
"TERATHINK CORPORATION","Department of Housing and Urban Development",890903.84
"KOO DESIGN-BUILD INC","Department of Housing and Urban Development",881243.73
"RP AUTOMOTIVE INC","Department of Justice",988685
"UPTIME SOLUTIONS PROFESSIONAL SERVICES GROUP INC","Department of Justice",944241.88
"TELECOMMUNICATION SOLUTIONS GROUP INC","Department of Justice",729373.63
"WRIGHT & ASSOCIATES LLC","Department of Justice",607155.4
"MOTOR COACH INDUSTRIES INC","Department of Justice",567634
"ED A WILSON INC","Department of Justice",528914.98
"AQUILENT INC","Department of Justice",503288.36
"ALTEC INDUSTRIES INC","Department of Justice",378709
"DCM ARCHITECTURE & ENGINEERING LLC","Department of Justice",366200
"MFS CONSULTING ENGINEERS LLC","Department of Justice",301385.85
"VELIZ COMPANY LLC","Department of Labor",69921.93
"FRONTIER WEST VIRGINIA INC","Department of Labor",42036.17
"BENTLEY MILLS INC","Department of Labor",33337.5
"KEN TILLAGE CONSTRUCTION COMPANY LLC","Department of Labor",28000
"BROCK CONSTRUCTION INC","Department of Labor",17200
"PUERTO RICO TELEPHONE COMPANY INC","Department of Labor",15518.5
"FENS ASSOCIATES LLC","Department of Labor",15045.72
"MISCELLANEOUS FOREIGN AWARDEES","Department of Labor",9195.61
"CFM PROJECT CONSULTING GROUP INC","Department of Labor",6975.56
