"Agency","Subagency","accountID","Title","Obligation"
"Department of Energy","Energy Programs",2395,"Salaries and Expenses, Federal Energy Regulatory Commission, Energy",341625571.48
"Department of Energy","Energy Programs",2408,"Clean Coal Technology, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2456,"Ultra-Deepwater and Unconventional Natural Gas and Other Petroleum Research Fund, Energy",0
"Department of Energy","Energy Programs",2444,"Payment to States Under Federal Power Act, Energy",4316975.73
"Department of Energy","Energy Programs",2454,"Northeast Home Heating Oil Reserve, Energy Programs, Energy",9644704.14
"Department of Energy","Energy Programs",2448,"Nuclear Waste Disposal Fund, Energy Programs, Energy",4485008.5
"Department of Energy","Energy Programs",2451,"Uranium Enrichment Decontamination and Decommissioning Fund, Energy Programs, Energy",767808381.05
"Department of Energy","Energy Programs",2457,"Sales of Uranium, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2437,"Expenses, Isotope Production and Distribution Program Fund, Energy",87825470.69
"Department of Energy","Energy Programs",2431,"Advanced Technology Vehicle Manufacturing Loan Program-Recovery Act, Energy",0
"Department of Energy","Energy Programs",2394,"Title 17-Innovative Technology Loan Guarantee Program-Recovery Act, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2435,"Tribal Indian Energy Resource Development Loan Guarantee Program, Energy Programs, Energy",0
"Department of Energy","Energy Programs",2476,"Advances for Cooperative Work, Departmental Operations, Energy",0
"Department of Energy","Power Marketing Administration",2420,"Operation and Maintenance, Alaska Power Administration, Power Marketing Administration, Energy",0
"Department of Energy","Power Marketing Administration",2418,"Operation and Maintenance, Southeastern Power Administration, Power Marketing Administration, Energy",70878890.83
"Department of Energy","Power Marketing Administration",2461,"Continuing Fund, Southeastern Power Administration, Power Marketing Administration, Energy",0
"Department of Energy","Power Marketing Administration",2419,"Operation and Maintenance, Southwestern Power Administration, Power Marketing Administration, Energy",66444171.18
"Department of Energy","Power Marketing Administration",2460,"Continuing Fund, Southwestern Power Administration, Power Marketing Administration, Energy",0
"Department of Energy","Power Marketing Administration",2442,"Construction, Rehabilitation, Operation, and Maintenance, Western Area Power Administration, Power Marketing Administration, Energy",673565976.52
"Department of Energy","Power Marketing Administration",2438,"Western Area Power Administration, Borrowing Authority - Recovery Act, Energy",7645290.8
"Department of Energy","Power Marketing Administration",2443,"Emergency Fund, Western Area Power Administration, Power Marketing Administration, Energy",0
"Department of Energy","Power Marketing Administration",2445,"Falcon and Amistad Operating and Maintenance Fund, Energy",4056318.68
"Department of Energy","Power Marketing Administration",2440,"Colorado River Basins Power Marketing Fund, Western Area Power Administration, Power Marketing Administration, Energy",142105181.12
"Department of Energy","Departmental Administration",2477,"Gifts and Donations, Energy",33640.7
"Department of Energy","Departmental Administration",2433,"Departmental Administration - Recovery Act, Energy Programs, Energy",0
"Department of Energy","Departmental Administration",2410,"Office of the Inspector General - Recovery Act, Energy Programs, Energy",0
"Department of Energy","Departmental Administration",2441,"Working Capital Fund, Departmental Administration, Energy",248449191.47
"Department of Health and Human Services","Food and Drug Administration",2137,"Buildings and Facilities, Food and Drug Administration, Health and Human Services",9242871.58
"Department of Health and Human Services","Food and Drug Administration",2218,"Cooperative Research and Development Agreements, Food and Drug Administration, Health and Human Services",1437105.96
"Department of Health and Human Services","Food and Drug Administration",2098,"Payment to the FDA Innovation Account, CURES Act, Food and Drug Administration, Health and Human Services",20000000
"Department of Health and Human Services","Food and Drug Administration",2223,"FDA Innovation, CURES Act, Food and Drug Administration, Health and Human Services",12441007.6
"Department of Health and Human Services","Food and Drug Administration",2209,"Revolving Fund for Certification and Other Services, Food and Drug Administration, Health and Human Services",9544726.21
"Department of Health and Human Services","Health Resources and Services Administration",2116,"Health Centers Malpractice Claims, Health Resources and Services Administration, Health and Human Services",131328162.75
"Department of Health and Human Services","Health Resources and Services Administration",2102,"Free Clinics Malpractice Claims Fund, Health Resources and Service Administration, Health and Human Services",69628.31
"Department of Health and Human Services","Health Resources and Services Administration",2085,"Community Health Center Fund, Departmental Management, Health and Human Services",0
"Department of Health and Human Services","Health Resources and Services Administration",2100,"Vaccine Injury Compensation, Health Resources and Services Administration, Health and Human Services",0
"Department of Health and Human Services","Health Resources and Services Administration",2104,"Covered Countermeasure Process Fund, Health Resources and Services Administration, Health and Human Services",1847082.48
"Department of Health and Human Services","Health Resources and Services Administration",2101,"Maternal, Infant, and Early Childhood Home Visiting Programs, Health Resources and Services Administration, Health and Human Services",407877246.62
"Department of Health and Human Services","Indian Health Service",2206,"Consolidated Working Fund, Health and Human Services, Indian Health Services",932.75
"Department of Health and Human Services","Indian Health Service",2119,"Indian Health Facilities, Indian Health Service, Health and Human Services",565552727.71
"Department of Health and Human Services","Indian Health Service",2215,"Operation and Maintenance of Quarters, Indian Health Services, Health and Human Services",7085323.44
"Department of Health and Human Services","Centers for Disease Control and Prevention",2217,"Cooperative Research and Development Agreements, Centers for Disease Control, Health and Human Services",644978.92
"Department of Health and Human Services","Centers for Disease Control and Prevention",2175,"Employees Occupational Illness Compensation Program, Centers for Disease Control and Prevention, Health and Human Services",51340203.35
"Department of Health and Human Services","Centers for Disease Control and Prevention",2213,"CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services",548906858.26
"Department of Health and Human Services","National Institutes of Health",2216,"Cooperative Research and Development Agreements, National Institutes of Health, Health and Human Services",32073192.4
"Department of Health and Human Services","National Institutes of Health",2214,"Service and Supply Fund, National Institutes of Health, Health and Human Services",1896217035.83
"Department of Health and Human Services","National Institutes of Health",2097,"Payment to the NIH Innovation Account, CURES Act, National Institutes of Health, Health and Human Services",352000000
"Department of Health and Human Services","National Institutes of Health",2222,"NIH Innovation, CURES Act, National Institutes of Health, Health and Human Services",12194607.37
"Department of Health and Human Services","National Institutes of Health",2226,"10-Year Pediatric Research Initiative Fund, National Institutes of Health, Health and Human Services",0
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2128,"Grants to States for Medicaid - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",2286249.62
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2125,"Payments for Credits Against Health Care Contributions, Centers for Medicare and Medicaid Services, Health and Human Services",7186.17
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2134,"Taxation on OASDI Benefits, HI, Centers for Medicare and Medicaid Services, Health and Human Services",24206000000
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2122,"Program Management - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",55598083.51
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2131,"Centers for Medicare and Medicaid Innovation, Centers for Medicare and Medicaid, Health and Human Services",1001428379.73
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2220,"Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",2381902
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2120,"Medicare Health Information Technology Incentive Payments - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",1002604016.61
